question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,boundary_action
Q5,E12214098,8.0,4.0,4.0,4.0,4.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12214107,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.78,keep_minor_change
Q5,E12214171,15.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,
Q5,E12214212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,
Q5,E12314005,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314013,15.0,15.0,14.7,14.7,14.7,0.0,-0.3,-0.3,-0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,
Q5,E12314017,8.0,3.0,3.0,3.0,3.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,keep_minor_change
Q5,E12314021,10.0,4.0,4.0,4.0,4.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,keep_minor_change
Q5,E12314025,15.0,10.0,10.0,10.0,10.0,-5.0,-5.0,-5.0,-5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314029,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314037,10.0,9.5,8.7,9.5,9.5,-0.5,-1.3,-0.5,-0.5,0.5,0.5,-0.8,0.8,0.0,0.8,0.0,BND,False,False,False,calculation_derivation,True,True,upper_consensus_strict,max_of_three,0.8498,0.0,reject_lower
Q5,E12314045,15.0,8.0,8.0,8.0,8.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,reject_lower
Q5,E12314049,15.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314053,15.0,13.0,13.0,13.0,12.0,-2.0,-2.0,-2.0,-3.0,2.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,small_lower
Q5,E12314057,8.0,2.0,3.0,3.0,3.0,-6.0,-5.0,-5.0,-5.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.4142,0.0,reject_lower
Q5,E12314061,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314065,8.0,6.0,6.3,7.0,7.0,-2.0,-1.7,-1.0,-1.0,1.0,1.0,0.3,0.7,0.0,0.7,1.0,BND,False,False,False,calculation_derivation,True,True,upper_consensus_strict,max_of_three,0.4714,0.0,reject_lower
Q5,E12314069,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314073,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314077,15.0,11.0,11.0,11.0,11.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,
Q5,E12314081,15.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,
Q5,E12314085,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,keep_minor_change
Q5,E12314089,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,
Q5,E12314093,8.0,6.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314097,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314101,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.78,keep_minor_change
Q5,E12314105,10.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314109,10.0,9.0,9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314113,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,keep_minor_change
Q5,E12314117,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,keep_minor_change
Q5,E12314121,8.0,6.0,6.0,6.0,6.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,
Q5,E12314129,8.0,2.0,2.0,2.0,2.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.44,
Q5,E12314133,12.0,8.0,8.3,9.0,9.0,-4.0,-3.7,-3.0,-3.0,3.0,3.0,0.3,0.7,0.0,0.7,1.0,BND,True,True,False,calculation_derivation,True,True,upper_consensus_strict,max_of_three,0.4714,0.0,keep_minor_change
Q5,E12314137,15.0,11.0,11.0,11.0,11.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314141,8.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.56,keep_minor_change
Q5,E12314145,15.0,6.0,6.0,6.0,6.0,-9.0,-9.0,-9.0,-9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,keep_minor_change
Q5,E12314149,15.0,12.0,12.0,12.0,12.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,keep_minor_change
Q5,E12314153,8.0,0.0,1.0,1.0,1.0,-8.0,-7.0,-7.0,-7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,1.4142,0.67,reject_lower
Q5,E12314157,10.0,3.0,2.3,2.3,2.3,-7.0,-7.7,-7.7,-7.7,7.7,7.7,-0.7,0.0,0.0,0.0,-0.7,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.33,reject_lower
Q5,E12314165,15.0,14.0,14.3,14.3,14.3,-1.0,-0.7,-0.7,-0.7,0.7,0.7,0.3,0.0,0.0,0.0,0.3,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,
Q5,E12314169,15.0,14.0,14.0,14.0,14.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314173,15.0,11.0,11.0,11.0,11.0,-4.0,-4.0,-4.0,-4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,
Q5,E12314177,5.0,11.0,11.0,11.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314181,5.0,4.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.44,
Q5,E12314185,15.0,10.0,9.0,10.0,10.0,-5.0,-6.0,-5.0,-5.0,5.0,5.0,-1.0,1.0,0.0,1.0,0.0,BND,True,True,False,calculation_derivation,True,True,upper_consensus_strict,max_of_three,0.8165,0.0,reject_lower
Q5,E12314189,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314193,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,POS,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,
Q5,E12314201,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
Q5,E12314209,8.0,2.0,2.0,2.0,2.0,-6.0,-6.0,-6.0,-6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.22,keep_minor_change
Q5,E12314217,15.0,12.0,12.8,12.8,12.8,-3.0,-2.2,-2.2,-2.2,2.2,2.2,0.8,0.0,0.0,0.0,0.8,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.6236,0.0,reject_raise
Q5,E12314221,8.0,0.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.78,keep_minor_change
Q5,WA2324049,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,
